word,word_len,uni_nonpos_sum,uni_nonpos_prod,uni_pos_sum,uni_pos_prod,bi_pos_cond_wb_sum,bi_pos_cond_wb_prod,bi_pos_cond_nwb_sum,bi_pos_cond_nwb_prod,bi_nonpos_cond_wb_sum,bi_nonpos_cond_wb_prod,bi_nonpos_cond_nwb_sum,bi_nonpos_cond_nwb_prod,bi_pos_joint_wb_sum,bi_pos_joint_wb_prod,bi_pos_joint_nwb_sum,bi_pos_joint_nwb_prod,bi_nonpos_joint_wb_sum,bi_nonpos_joint_wb_prod,bi_nonpos_joint_nwb_sum,bi_nonpos_joint_nwb_prod
S W IY G IH F,6,1.1967607012547834,-22.39906272217061,1.2176712398073979,-22.348498365087803,1.3428043993963603,-23.413745456521685,1.1674772998896685,-18.320919554733692,1.3279043560858976,-24.125666015317996,1.1613895505227338,-18.336925288516856,1.112410425226974,-45.762243821609495,1.0067593560448536,-35.80777365395766,1.018299337504035,-49.39677624418242,1.0039629700082429,-36.698398755649514
S W EH Z IH G,6,1.1851205837857082,-23.010470795649134,1.215470283527896,-22.867621804759345,1.508410756109836,-20.37894370839539,1.3046179891210183,-15.763677311975801,1.4213374704391764,-22.077291699355957,1.2817462178442207,-16.57638405052095,1.1132876834922112,-43.246565513154735,1.007356010257373,-33.51523889681712,1.0188065849946968,-47.95981000169891,1.005051465770507,-34.94389747756454
TH W EH P IH D,6,1.1696093263326512,-23.764259075087466,1.1745787047092748,-22.80373445315896,1.7768103403268865,-21.77537272085743,1.3062484451428922,-15.628839589058433,1.532539322504075,-23.365057997441014,1.2617627912207519,-16.427562103200273,1.032893800139587,-44.57910717401639,1.0106215170490744,-34.83848616138611,1.0136572544076732,-50.0013645792223,1.0075560628157165,-36.30347757494708
TH W AA S IH P,6,1.1866779389516775,-23.538745894788466,1.156153308424257,-23.91011448341641,1.4823047849405528,-24.058158345187387,1.4221767057345898,-16.09081438305017,1.3747325492397415,-24.347721571512512,1.3147195080302505,-16.00290678715283,1.0156862006970033,-47.968272828603794,1.0106322715686993,-35.1726029652631,1.0100988364049985,-50.7585149729948,1.0099021410605964,-35.823289470549845
T L IY B IH D,6,1.280243837323129,-18.905064775387768,1.2197744426494892,-20.464703789083615,1.786949986597424,-inf,1.2874457175730634,-inf,1.5212858892624495,-24.5915908630409,1.2396163137472893,-18.760599349512773,1.0722326756095502,-inf,1.0115119617112687,-inf,1.0204128687151264,-46.36870314512248,1.009637943060047,-34.754116208214626
T L AA T IH F,6,1.3002313784818011,-18.852616443679935,1.2628592394308638,-19.939307799563785,1.3935704406123852,-inf,1.313924668785569,-inf,1.3296335566253077,-24.983379198623226,1.2811846169947843,-18.079029725118403,1.0607905861427902,-inf,1.018787294205506,-inf,1.017753662173171,-46.70804314899698,1.0147422484306639,-33.13398299648619
T R EH Z IH G,6,1.2469253359437573,-20.623458819912365,1.2334930001020405,-21.63542499173686,1.650057840348186,-19.526803033209752,1.508490790569195,-14.02709296558595,1.4025118082995711,-21.157163965588463,1.373054829596042,-14.570105964623771,1.0668529465525873,-41.162228024946614,1.0225131470886184,-30.555218744631112,1.0188680695390195,-44.65267029219464,1.0166656098746643,-30.76107510408239
T R AA S IH P,6,1.3043694936370918,-18.37315356714365,1.2740971250885729,-19.718934939048676,1.6566560942088735,-19.682930470730557,1.5587668414895068,-13.790125568734375,1.4048073146323743,-20.645779428000772,1.353558914963144,-14.28238178646677,1.0709751005427652,-39.40186540977923,1.027568063367891,-28.689495613805903,1.0223188895891295,-41.89098050183824,1.0194978124405554,-29.03905506676065
T W IY G IH F,6,1.2089614665836077,-22.212791389402945,1.1561856672194808,-23.224181029065686,1.285925720330235,-24.157323490708524,1.1720841934114603,-18.18881492494264,1.260627511654153,-25.86595210683835,1.1549709996795876,-19.044304296016772,1.0491214261286872,-47.38150451977422,1.0049549126028776,-36.5513516881445,1.0096607590266997,-50.950791002935105,1.0036142286475176,-37.37673085042432
T W AA S IH P,6,1.254765506807867,-20.573894210112755,1.1945888359265113,-21.826814416049043,1.5476582484696986,-20.690862515200912,1.4490946417614814,-14.80681862043106,1.412575086306127,-22.396059844764643,1.3141795240182566,-16.085905471339892,1.0556997263958312,-42.51767693124996,1.0122111595804282,-31.805307135276628,1.015586331985797,-45.84200156157122,1.0102403145013,-32.990076126493626
V L EH P IH D,6,1.2293583696716208,-20.18418827765254,1.222952463277305,-20.117058295776168,1.7491668991644962,-inf,1.266218887072097,-inf,1.4724134569516019,-23.35678120125347,1.2063497639530436,-17.408280939739015,1.0498026079672758,-inf,1.0136025515395555,-inf,1.0171003888897427,-46.41301698559983,1.0096696468201127,-33.983963419852586
V L AA S IH P,6,1.246426982290647,-19.95867509735354,1.2045270669922872,-21.223438326033616,1.3303740368821602,-inf,1.2571665726832197,-inf,1.2762921493474813,-25.099695118075896,1.2119033696621946,-17.7438759664425,1.0297755656466048,-inf,1.0107478123346116,-inf,1.012458305793381,-47.93041772212326,1.0105256483418932,-34.26402565820628
V R IY B IH D,6,1.224650707484204,-20.44801778474002,1.2404265566519967,-20.589133659777453,1.7975677352022252,-inf,1.322377054829982,-inf,1.6260346129938796,-22.006436738044684,1.3577376085807393,-15.795109001157561,1.0536381447490828,-inf,1.0174721886583717,-inf,1.0228799360560739,-45.32650202947852,1.0176167226766428,-32.89744846373127
V R EH Z IH G,6,1.1901575153510724,-22.187696089693432,1.2090340280551515,-22.44989162057625,1.3457529119469966,-inf,1.2286448342148948,-inf,1.2925363648993187,-23.994692985942798,1.2441318082692157,-16.721256118248906,1.0301081314038047,-inf,1.0102203761401578,-inf,1.0095915889143365,-49.054436582330055,1.008496607697673,-34.34837476537841
V W IY G IH F,6,1.1521936459909228,-23.777028659184015,1.1317266951725917,-24.038647657905074,1.224239533905939,-inf,1.1348569790340535,-inf,1.2325462547970518,-28.642541990512825,1.149502927612904,-21.13451531296205,1.0230280988067755,-inf,1.003319635733587,-inf,1.0060715987518638,-55.291618156390655,1.003265487286792,-40.90309137504048
V W AA T IH F,6,1.1950342618136511,-22.596310096001297,1.2040030642713098,-22.17161714725799,1.5247094937287387,-inf,1.4686255234864236,-inf,1.4155671870322768,-24.91269897161508,1.3806036098827774,-17.681256542860513,1.0361624475232158,-inf,1.018615364582032,-inf,1.0139185637210446,-50.381056574310186,1.014055333629235,-35.99252979296001
Z R EH P IH D,6,1.226145768443535,-20.508302228014017,1.2513254970273329,-21.39936494375408,1.7196465864599495,-inf,1.2525863327418683,-inf,1.4824336511422567,-24.922204753331236,1.2178535606032312,-17.210797705108426,1.0362787205489266,-inf,1.016869214385564,-inf,1.0161473784527415,-48.30255448803907,1.0114978969839155,-33.901157516168354
Z R AA S IH P,6,1.2432143810625613,-20.282789047715013,1.232900100742315,-22.505744974011535,1.3356131135083154,-inf,1.2789208851352067,-inf,1.268407923912031,-26.815001735926703,1.2124625057626497,-17.696275797584956,1.017492233094614,-inf,1.0152752924194304,-inf,1.0106214550317414,-49.969838290335545,1.0111385877031682,-34.331102820295094
