word,word_len,uni_nonpos_sum,uni_nonpos_prod,uni_pos_sum,uni_pos_prod,bi_pos_cond_wb_sum,bi_pos_cond_wb_prod,bi_pos_cond_nwb_sum,bi_pos_cond_nwb_prod,bi_nonpos_cond_wb_sum,bi_nonpos_cond_wb_prod,bi_nonpos_cond_nwb_sum,bi_nonpos_cond_nwb_prod,bi_pos_joint_wb_sum,bi_pos_joint_wb_prod,bi_pos_joint_nwb_sum,bi_pos_joint_nwb_prod,bi_nonpos_joint_wb_sum,bi_nonpos_joint_wb_prod,bi_nonpos_joint_nwb_sum,bi_nonpos_joint_nwb_prod
ɟ i ɟ ø c,5,1.0791155609717604,-29.713072028159758,1.0897985812994395,-30.558179804509592,1.049106239607967,-inf,1.0012746972594009,-inf,1.0393043154145254,-inf,1.019905329378516,-inf,1.0003900731524662,-inf,1.0001090155892292,-inf,1.0000754529060685,-inf,1.0000313843643096,-inf
t͡ʃ ø ɟ y z,5,1.0607832650949929,-24.87512157612903,1.0902953872221697,-22.003024530762218,1.6545103991638492,-19.91358219117219,1.1251617859181813,-15.626576707271388,1.3865129908814051,-22.11753265394216,1.1145769094674134,-16.90679157675564,1.040393165122395,-41.9166067219344,1.0022148482989615,-33.521961251627964,1.0095749737801152,-49.71372121911557,1.0020085993158205,-37.39488092173505
l e m i m,5,1.2509534371958861,-16.284865608541942,1.3801020088774927,-15.33945554633031,1.6163496673601339,-inf,1.2260148687279093,-inf,1.3319210277213762,-21.681059717316177,1.2115350102166655,-13.763552527127542,1.0436740137167033,-inf,1.023384257708429,-inf,1.0160412878302008,-40.686992314902504,1.013453430834092,-27.028039613936073
f u ʒ a ʒ,5,1.1835158380164998,-22.570098925716238,1.283281237699766,-20.70832067843912,1.7280682634005198,-21.514434549788707,1.1149615802145685,-17.1139099711715,1.448866902028269,-23.084878726681055,1.2170126516620856,-17.343261474207228,1.0285214641676637,-42.22275522822782,1.0022636671308394,-31.661208910912958,1.0048214406977887,-48.37604464144167,1.0012867589366976,-33.553638098367955
l e ʒ ɯ ʒ,5,1.1324203715555712,-23.42246110699022,1.2326268805400293,-22.532092644505273,1.6028015203575268,-inf,1.0034920634920634,-inf,1.2743809774938837,-inf,1.01301583964934,-inf,1.007410756590217,-inf,1.000599585740761,-inf,1.001365697599843,-inf,1.0002824592787871,-inf
b i ʒ a ʒ,5,1.2347428130561715,-21.12842071217421,1.3441391674119239,-19.476424934563642,1.9191893268002422,-18.42245687488215,1.2661858758449287,-14.972676526172048,1.6442809599105508,-20.462820259132272,1.3686947606098643,-15.762064798360488,1.0796259087230282,-37.89888180944579,1.013475717377768,-28.28704020163872,1.0137399741951063,-44.312307960350864,1.0059421063093035,-30.43960612678494
v ø l i v,5,1.110835430164561,-21.2450194600926,1.1757448274064406,-18.827024216234182,1.1093923216680848,-inf,1.0131503716409376,-inf,1.0627712841380756,-inf,1.016057694831614,-inf,1.0192985455878052,-inf,1.0014998369742418,-inf,1.0033274731576287,-inf,1.0008159934720522,-inf
g ɯ k o ʒ,5,1.1294570449145631,-20.74619112225676,1.1737865511481944,-19.113988619699935,1.8300063426313506,-17.154876274168394,1.2051283787356466,-13.093203181106716,1.5715344183330089,-16.915237145151256,1.3303359676593953,-11.575325286768276,1.0446269829727668,-36.268864893868326,1.0095969845870632,-26.006227711599024,1.0126081806040759,-40.3824952564524,1.010388224586511,-25.85899784842424
m y m y ɾ,5,1.1926513006198436,-16.704255115308886,1.3152884044924409,-14.364688940041109,1.9532117488834007,-13.061947384571909,1.5309945077324456,-9.5270257755776,1.7179163288817085,-13.020817250140123,1.4893980154283577,-8.53889187569615,1.1567285773381946,-27.426636324613014,1.0360942196571266,-21.24007578417178,1.0354779564334922,-32.4461393544934,1.0171044785487866,-22.198625049862688
f u c ø c,5,1.051402319811329,-26.0945671202964,1.0953217853843475,-25.263647242339978,1.1058928072850662,-inf,1.0331040882047924,-inf,1.0731461881396918,-inf,1.0343000289299973,-inf,1.0261046447594624,-inf,1.0008668994757237,-inf,1.0038631887907161,-inf,1.0004603040098754,-inf
c ø d ø l,5,1.0467556833624114,-25.273737592608967,1.0636055587079187,-24.52382984755168,1.50350327590213,-inf,1.0046517637937717,-inf,1.3120173730194962,-inf,1.0424166248913236,-inf,1.0072300898695787,-inf,1.0001114910985065,-inf,1.0025503082251215,-inf,1.0007741476529728,-inf
ɟ y ɟ e c,5,1.10973075810312,-28.306538947779316,1.1788422801113723,-26.658552446259954,1.0539962500977098,-inf,1.0068828854623062,-inf,1.0431390495363757,-inf,1.024386147054603,-inf,1.0009057467459785,-inf,1.0007066108268936,-inf,1.0003395380773088,-inf,1.000397535281256,-inf
m y k o ʒ,5,1.1473246771464392,-19.93043596815668,1.2520745572399474,-17.805726040096786,2.0603208260764374,-15.380863030639489,1.3739309630751393,-12.353024355093506,1.5985045509756832,-16.300780365266558,1.2874877578771957,-12.031444877930106,1.1289702918395101,-33.186589070736275,1.0326605479495878,-23.95550609257161,1.0221152467687293,-38.95228332246762,1.011727290797058,-25.460340118544103
l e g o h,5,1.1475350908724278,-19.527053505632765,1.2198662238523628,-19.910944692816003,1.4198564326839138,-inf,1.11351943076081,-inf,1.153882199158362,-27.75113638166346,1.060129981591919,-19.593355132412004,1.0112283958071278,-inf,1.0014568108084176,-inf,1.0030633879863884,-49.9992568763406,1.0011298371151494,-35.010715841748585
